,Insurer,FY,Category,Gross Premium,Net Premium
323,Berkley Insurance,2019,Proportional Treaty Reinsurance,0,0
324,Berkley Insurance,2019,Total,148150,128584
325,BHSI,2019,Accident & Health,15729,3086
326,BHSI,2019,Motor Vehicle,21655,4244
327,BHSI,2019,Aircraft,0,0
328,BHSI,2019,Ships,0,0
329,BHSI,2019,Goods in Transit,10649,2101
330,BHSI,2019,Property Damage,49990,9764
331,BHSI,2019,Employees Compensation,319553,62949
332,BHSI,2019,Owners Corporation Liability,0,0
333,BHSI,2019,Other Business,30323,5959
334,BHSI,2019,Pecuniary Loss,120367,23732
335,BHSI,2019,Non-Proportional Treaty Reinsurance,0,0
336,BHSI,2019,Proportional Treaty Reinsurance,0,0
337,BHSI,2019,Total,568266,111835
338,Blue Cross,2019,Accident & Health,1176292,1142151
339,Blue Cross,2019,Motor Vehicle,2293,207
340,Blue Cross,2019,Aircraft,0,0
341,Blue Cross,2019,Ships,63,0
342,Blue Cross,2019,Goods in Transit,201,137
343,Blue Cross,2019,Property Damage,77736,59328
344,Blue Cross,2019,Employees Compensation,49313,44707
345,Blue Cross,2019,Owners Corporation Liability,116,105
346,Blue Cross,2019,Other Business,19132,16930
347,Blue Cross,2019,Pecuniary Loss,7736,7338
348,Blue Cross,2019,Non-Proportional Treaty Reinsurance,0,0
349,Blue Cross,2019,Proportional Treaty Reinsurance,0,0
350,Blue Cross,2019,Total,1332882,1270903
351,Britannia P&I,2019,Accident & Health,0,0
352,Britannia P&I,2019,Motor Vehicle,0,0
353,Britannia P&I,2019,Aircraft,0,0
354,Britannia P&I,2019,Ships,0,0
355,Britannia P&I,2019,Goods in Transit,0,0
356,Britannia P&I,2019,Property Damage,0,0
357,Britannia P&I,2019,Employees Compensation,0,0
358,Britannia P&I,2019,Owners Corporation Liability,0,0
359,Britannia P&I,2019,Other Business,0,0
360,Britannia P&I,2019,Pecuniary Loss,0,0
361,Britannia P&I,2019,Non-Proportional Treaty Reinsurance,0,0
362,Britannia P&I,2019,Proportional Treaty Reinsurance,0,0
363,Britannia P&I,2019,Total,0,0
364,Bupa,2019,Accident & Health,3798197,3280220
365,Bupa,2019,Motor Vehicle,0,0
366,Bupa,2019,Aircraft,0,0
367,Bupa,2019,Ships,0,0
368,Bupa,2019,Goods in Transit,0,0
369,Bupa,2019,Property Damage,0,0
370,Bupa,2019,Employees Compensation,0,0
371,Bupa,2019,Owners Corporation Liability,0,0
372,Bupa,2019,Other Business,0,0
373,Bupa,2019,Pecuniary Loss,0,0
374,Bupa,2019,Non-Proportional Treaty Reinsurance,0,0
375,Bupa,2019,Proportional Treaty Reinsurance,0,0
376,Bupa,2019,Total,3798197,3280220
377,California Insurance,2019,Accident & Health,11545,11124
378,California Insurance,2019,Motor Vehicle,3928,3413
379,California Insurance,2019,Aircraft,0,0
380,California Insurance,2019,Ships,0,0
381,California Insurance,2019,Goods in Transit,346,100
382,California Insurance,2019,Property Damage,1501,1090
383,California Insurance,2019,Employees Compensation,19690,16775
384,California Insurance,2019,Owners Corporation Liability,213,10
385,California Insurance,2019,Other Business,4015,767
386,California Insurance,2019,Pecuniary Loss,1458,1371
387,California Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
388,California Insurance,2019,Proportional Treaty Reinsurance,0,0
389,California Insurance,2019,Total,42696,34650
390,CGN Captive,2019,Accident & Health,0,0
391,CGN Captive,2019,Motor Vehicle,0,0
392,CGN Captive,2019,Aircraft,0,0
393,CGN Captive,2019,Ships,0,0
394,CGN Captive,2019,Goods in Transit,2742,2742
395,CGN Captive,2019,Property Damage,225695,124292
396,CGN Captive,2019,Employees Compensation,0,0
397,CGN Captive,2019,Owners Corporation Liability,0,0
398,CGN Captive,2019,Other Business,13552,13552
399,CGN Captive,2019,Pecuniary Loss,45,45
400,CGN Captive,2019,Non-Proportional Treaty Reinsurance,0,0
401,CGN Captive,2019,Proportional Treaty Reinsurance,0,0
402,CGN Captive,2019,Total,242034,140631
403,Chevalier,2019,Accident & Health,83,32
404,Chevalier,2019,Motor Vehicle,232,216
405,Chevalier,2019,Aircraft,0,0
406,Chevalier,2019,Ships,0,0
407,Chevalier,2019,Goods in Transit,35,11
408,Chevalier,2019,Property Damage,18176,16205
409,Chevalier,2019,Employees Compensation,130364,132421
410,Chevalier,2019,Owners Corporation Liability,5,5
411,Chevalier,2019,Other Business,1036,1381
412,Chevalier,2019,Pecuniary Loss,842,815
413,Chevalier,2019,Non-Proportional Treaty Reinsurance,0,0
414,Chevalier,2019,Proportional Treaty Reinsurance,0,0
415,Chevalier,2019,Total,150773,151086
416,China BOCOM,2019,Accident & Health,33607,4456
417,China BOCOM,2019,Motor Vehicle,914,498
418,China BOCOM,2019,Aircraft,0,0
419,China BOCOM,2019,Ships,696,65
420,China BOCOM,2019,Goods in Transit,463,266
421,China BOCOM,2019,Property Damage,66181,11502
422,China BOCOM,2019,Employees Compensation,13315,5957
423,China BOCOM,2019,Owners Corporation Liability,246,50
424,China BOCOM,2019,Other Business,50066,29963
425,China BOCOM,2019,Pecuniary Loss,8356,2961
426,China BOCOM,2019,Non-Proportional Treaty Reinsurance,0,0
427,China BOCOM,2019,Proportional Treaty Reinsurance,0,0
428,China BOCOM,2019,Total,173844,55718
429,China Merchants,2019,Accident & Health,55166,54330
430,China Merchants,2019,Motor Vehicle,21826,20315
431,China Merchants,2019,Aircraft,0,0
432,China Merchants,2019,Ships,35851,4918
433,China Merchants,2019,Goods in Transit,4405,3363
434,China Merchants,2019,Property Damage,41722,16671
435,China Merchants,2019,Employees Compensation,29319,26623
436,China Merchants,2019,Owners Corporation Liability,1102,1010
437,China Merchants,2019,Other Business,23427,17774
438,China Merchants,2019,Pecuniary Loss,105,68
439,China Merchants,2019,Non-Proportional Treaty Reinsurance,0,0
440,China Merchants,2019,Proportional Treaty Reinsurance,0,0
441,China Merchants,2019,Total,212923,145072
442,China Overseas Insurance,2019,Accident & Health,0,0
443,China Overseas Insurance,2019,Motor Vehicle,2122,1935
444,China Overseas Insurance,2019,Aircraft,0,0
445,China Overseas Insurance,2019,Ships,0,0
446,China Overseas Insurance,2019,Goods in Transit,0,0
447,China Overseas Insurance,2019,Property Damage,39114,225
448,China Overseas Insurance,2019,Employees Compensation,241713,220814
449,China Overseas Insurance,2019,Owners Corporation Liability,0,0
450,China Overseas Insurance,2019,Other Business,31984,17168
451,China Overseas Insurance,2019,Pecuniary Loss,3680,3680
452,China Overseas Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
453,China Overseas Insurance,2019,Proportional Treaty Reinsurance,0,0
454,China Overseas Insurance,2019,Total,318613,243822
455,China Pacific,2019,Accident & Health,2627,1710
456,China Pacific,2019,Motor Vehicle,63715,53407
457,China Pacific,2019,Aircraft,24167,2387
458,China Pacific,2019,Ships,-7,-7
459,China Pacific,2019,Goods in Transit,40552,834
460,China Pacific,2019,Property Damage,89707,13041
461,China Pacific,2019,Employees Compensation,12308,9195
462,China Pacific,2019,Owners Corporation Liability,2509,730
463,China Pacific,2019,Other Business,34051,10719
464,China Pacific,2019,Pecuniary Loss,298,122
465,China Pacific,2019,Non-Proportional Treaty Reinsurance,0,0
466,China Pacific,2019,Proportional Treaty Reinsurance,0,0
467,China Pacific,2019,Total,269927,92138
468,China Ping An,2019,Accident & Health,6310,3659
469,China Ping An,2019,Motor Vehicle,197123,145114
470,China Ping An,2019,Aircraft,0,0
471,China Ping An,2019,Ships,188,9
472,China Ping An,2019,Goods in Transit,3684,369
473,China Ping An,2019,Property Damage,128858,37922
474,China Ping An,2019,Employees Compensation,49285,45116
475,China Ping An,2019,Owners Corporation Liability,3574,3289
476,China Ping An,2019,Other Business,56178,40766
477,China Ping An,2019,Pecuniary Loss,4793,357
478,China Ping An,2019,Non-Proportional Treaty Reinsurance,0,0
479,China Ping An,2019,Proportional Treaty Reinsurance,0,0
480,China Ping An,2019,Total,449993,276601
481,CTPI(HK),2019,Accident & Health,299186,264739
482,CTPI(HK),2019,Motor Vehicle,1558536,1529955
483,CTPI(HK),2019,Aircraft,81188,7363
484,CTPI(HK),2019,Ships,186825,83323
485,CTPI(HK),2019,Goods in Transit,50993,27573
486,CTPI(HK),2019,Property Damage,720775,124390
487,CTPI(HK),2019,Employees Compensation,403386,356976
488,CTPI(HK),2019,Owners Corporation Liability,1036,964
489,CTPI(HK),2019,Other Business,56278,9223
490,CTPI(HK),2019,Pecuniary Loss,11872,3557
491,CTPI(HK),2019,Non-Proportional Treaty Reinsurance,0,0
492,CTPI(HK),2019,Proportional Treaty Reinsurance,0,0
493,CTPI(HK),2019,Total,3370075,2408063
494,Chong Hing,2019,Accident & Health,1278,961
495,Chong Hing,2019,Motor Vehicle,2976,2647
496,Chong Hing,2019,Aircraft,0,0
497,Chong Hing,2019,Ships,109,38
498,Chong Hing,2019,Goods in Transit,1799,1310
499,Chong Hing,2019,Property Damage,21082,13131
500,Chong Hing,2019,Employees Compensation,8178,6134
501,Chong Hing,2019,Owners Corporation Liability,129,101
502,Chong Hing,2019,Other Business,4046,3186
503,Chong Hing,2019,Pecuniary Loss,365,182
504,Chong Hing,2019,Non-Proportional Treaty Reinsurance,0,0
505,Chong Hing,2019,Proportional Treaty Reinsurance,0,0
506,Chong Hing,2019,Total,39962,27690
507,Chubb Insurance,2019,Accident & Health,362552,91227
508,Chubb Insurance,2019,Motor Vehicle,84,0
509,Chubb Insurance,2019,Aircraft,0,0
510,Chubb Insurance,2019,Ships,32207,25688
511,Chubb Insurance,2019,Goods in Transit,70508,51885
512,Chubb Insurance,2019,Property Damage,282727,108164
513,Chubb Insurance,2019,Employees Compensation,134820,86878
514,Chubb Insurance,2019,Owners Corporation Liability,23,23
515,Chubb Insurance,2019,Other Business,696079,465426
516,Chubb Insurance,2019,Pecuniary Loss,0,0
517,Chubb Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
518,Chubb Insurance,2019,Proportional Treaty Reinsurance,0,0
519,Chubb Insurance,2019,Total,1579000,829291
520,CIGNA Worldwide General,2019,Accident & Health,1037662,1030131
521,CIGNA Worldwide General,2019,Motor Vehicle,0,0
522,CIGNA Worldwide General,2019,Aircraft,0,0
523,CIGNA Worldwide General,2019,Ships,0,0
524,CIGNA Worldwide General,2019,Goods in Transit,0,0
525,CIGNA Worldwide General,2019,Property Damage,0,0
526,CIGNA Worldwide General,2019,Employees Compensation,0,0
527,CIGNA Worldwide General,2019,Owners Corporation Liability,0,0
528,CIGNA Worldwide General,2019,Other Business,0,0
529,CIGNA Worldwide General,2019,Pecuniary Loss,0,0
530,CIGNA Worldwide General,2019,Non-Proportional Treaty Reinsurance,0,0
531,CIGNA Worldwide General,2019,Proportional Treaty Reinsurance,0,0
532,CIGNA Worldwide General,2019,Total,1037662,1030131
533,CMBWL,2019,Accident & Health,40995,34828
534,CMBWL,2019,Motor Vehicle,141531,117465
535,CMBWL,2019,Aircraft,0,0
536,CMBWL,2019,Ships,9943,1777
537,CMBWL,2019,Goods in Transit,1039,536
538,CMBWL,2019,Property Damage,70876,35640
539,CMBWL,2019,Employees Compensation,323084,303293
540,CMBWL,2019,Owners Corporation Liability,1499,1408
541,CMBWL,2019,Other Business,69876,57175
542,CMBWL,2019,Pecuniary Loss,14511,3009
543,CMBWL,2019,Non-Proportional Treaty Reinsurance,0,0
544,CMBWL,2019,Proportional Treaty Reinsurance,0,0
545,CMBWL,2019,Total,673354,555131
546,CNOOC Insurance,2019,Accident & Health,1426,1426
547,CNOOC Insurance,2019,Motor Vehicle,0,0
548,CNOOC Insurance,2019,Aircraft,0,0
549,CNOOC Insurance,2019,Ships,114941,56507
550,CNOOC Insurance,2019,Goods in Transit,0,0
551,CNOOC Insurance,2019,Property Damage,518452,159073
552,CNOOC Insurance,2019,Employees Compensation,0,0
553,CNOOC Insurance,2019,Owners Corporation Liability,0,0
554,CNOOC Insurance,2019,Other Business,0,0
555,CNOOC Insurance,2019,Pecuniary Loss,0,0
556,CNOOC Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
557,CNOOC Insurance,2019,Proportional Treaty Reinsurance,0,0
558,CNOOC Insurance,2019,Total,634819,217006
559,COFACE,2019,Accident & Health,0,0
560,COFACE,2019,Motor Vehicle,0,0
561,COFACE,2019,Aircraft,0,0
562,COFACE,2019,Ships,0,0
563,COFACE,2019,Goods in Transit,0,0
564,COFACE,2019,Property Damage,0,0
565,COFACE,2019,Employees Compensation,0,0
566,COFACE,2019,Owners Corporation Liability,0,0
567,COFACE,2019,Other Business,0,0
568,COFACE,2019,Pecuniary Loss,591752,372495
569,COFACE,2019,Non-Proportional Treaty Reinsurance,0,0
570,COFACE,2019,Proportional Treaty Reinsurance,0,0
571,COFACE,2019,Total,591752,372495
572,Concord,2019,Accident & Health,813,770
573,Concord,2019,Motor Vehicle,1439,1184
574,Concord,2019,Aircraft,0,0
575,Concord,2019,Ships,2904,2419
576,Concord,2019,Goods in Transit,290,50
577,Concord,2019,Property Damage,5113,2397
578,Concord,2019,Employees Compensation,5014,4253
579,Concord,2019,Owners Corporation Liability,120,103
580,Concord,2019,Other Business,3182,2748
581,Concord,2019,Pecuniary Loss,1625,329
582,Concord,2019,Non-Proportional Treaty Reinsurance,0,0
583,Concord,2019,Proportional Treaty Reinsurance,0,0
584,Concord,2019,Total,20500,14253
585,Dah Sing Insurance (1976),2019,Accident & Health,36161,17575
586,Dah Sing Insurance (1976),2019,Motor Vehicle,172973,119879
587,Dah Sing Insurance (1976),2019,Aircraft,0,0
588,Dah Sing Insurance (1976),2019,Ships,180,135
589,Dah Sing Insurance (1976),2019,Goods in Transit,3364,3080
590,Dah Sing Insurance (1976),2019,Property Damage,185215,165580
591,Dah Sing Insurance (1976),2019,Employees Compensation,106015,53103
592,Dah Sing Insurance (1976),2019,Owners Corporation Liability,817,705
593,Dah Sing Insurance (1976),2019,Other Business,50457,36878
594,Dah Sing Insurance (1976),2019,Pecuniary Loss,2345,1259
595,Dah Sing Insurance (1976),2019,Non-Proportional Treaty Reinsurance,0,0
596,Dah Sing Insurance (1976),2019,Proportional Treaty Reinsurance,0,0
597,Dah Sing Insurance (1976),2019,Total,557527,398194
598,East Point Re,2019,Accident & Health,0,0
599,East Point Re,2019,Motor Vehicle,0,0
600,East Point Re,2019,Aircraft,0,0
601,East Point Re,2019,Ships,0,0
602,East Point Re,2019,Goods in Transit,0,0
603,East Point Re,2019,Property Damage,0,0
604,East Point Re,2019,Employees Compensation,0,0
605,East Point Re,2019,Owners Corporation Liability,0,0
606,East Point Re,2019,Other Business,0,0
607,East Point Re,2019,Pecuniary Loss,0,0
608,East Point Re,2019,Non-Proportional Treaty Reinsurance,0,0
609,East Point Re,2019,Proportional Treaty Reinsurance,0,0
610,East Point Re,2019,Total,0,0
611,EULER HERMES,2019,Accident & Health,0,0
612,EULER HERMES,2019,Motor Vehicle,0,0
613,EULER HERMES,2019,Aircraft,0,0
614,EULER HERMES,2019,Ships,0,0
615,EULER HERMES,2019,Goods in Transit,0,0
616,EULER HERMES,2019,Property Damage,0,0
617,EULER HERMES,2019,Employees Compensation,0,0
618,EULER HERMES,2019,Owners Corporation Liability,0,0
619,EULER HERMES,2019,Other Business,0,0
620,EULER HERMES,2019,Pecuniary Loss,451782,80338
621,EULER HERMES,2019,Non-Proportional Treaty Reinsurance,0,0
622,EULER HERMES,2019,Proportional Treaty Reinsurance,0,0
623,EULER HERMES,2019,Total,451782,80338
624,Factory Mutual,2019,Accident & Health,0,0
625,Factory Mutual,2019,Motor Vehicle,0,0
626,Factory Mutual,2019,Aircraft,0,0
627,Factory Mutual,2019,Ships,0,0
628,Factory Mutual,2019,Goods in Transit,0,0
629,Factory Mutual,2019,Property Damage,125388,49504
630,Factory Mutual,2019,Employees Compensation,0,0
631,Factory Mutual,2019,Owners Corporation Liability,0,0
632,Factory Mutual,2019,Other Business,0,0
633,Factory Mutual,2019,Pecuniary Loss,0,0
634,Factory Mutual,2019,Non-Proportional Treaty Reinsurance,0,0
635,Factory Mutual,2019,Proportional Treaty Reinsurance,0,0
636,Factory Mutual,2019,Total,125388,49504
637,Falcon Insurance,2019,Accident & Health,31262,30982
638,Falcon Insurance,2019,Motor Vehicle,38224,36313
639,Falcon Insurance,2019,Aircraft,0,0
640,Falcon Insurance,2019,Ships,91796,45760
641,Falcon Insurance,2019,Goods in Transit,7570,4139
642,Falcon Insurance,2019,Property Damage,94906,23218
643,Falcon Insurance,2019,Employees Compensation,108941,103149
644,Falcon Insurance,2019,Owners Corporation Liability,142,100
645,Falcon Insurance,2019,Other Business,15695,8669
646,Falcon Insurance,2019,Pecuniary Loss,22914,3813
647,Falcon Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
648,Falcon Insurance,2019,Proportional Treaty Reinsurance,0,0
649,Falcon Insurance,2019,Total,411450,256143
650,First American Title,2019,Accident & Health,0,0
651,First American Title,2019,Motor Vehicle,0,0
652,First American Title,2019,Aircraft,0,0
653,First American Title,2019,Ships,0,0
654,First American Title,2019,Goods in Transit,0,0
655,First American Title,2019,Property Damage,0,0
656,First American Title,2019,Employees Compensation,0,0
657,First American Title,2019,Owners Corporation Liability,0,0
658,First American Title,2019,Other Business,0,0
659,First American Title,2019,Pecuniary Loss,4550,4550
660,First American Title,2019,Non-Proportional Treaty Reinsurance,0,0
661,First American Title,2019,Proportional Treaty Reinsurance,0,0
662,First American Title,2019,Total,4550,4550
663,FWD General,2019,Accident & Health,318117,86423
664,FWD General,2019,Motor Vehicle,72162,66712
665,FWD General,2019,Aircraft,0,0
666,FWD General,2019,Ships,6928,6023
667,FWD General,2019,Goods in Transit,12173,10393
668,FWD General,2019,Property Damage,62241,10878
669,FWD General,2019,Employees Compensation,101581,95392
670,FWD General,2019,Owners Corporation Liability,293,275
671,FWD General,2019,Other Business,28754,26655
672,FWD General,2019,Pecuniary Loss,323,26
673,FWD General,2019,Non-Proportional Treaty Reinsurance,0,0
674,FWD General,2019,Proportional Treaty Reinsurance,0,0
675,FWD General,2019,Total,602572,302777
676,GAN,2019,Accident & Health,0,0
677,GAN,2019,Motor Vehicle,0,0
678,GAN,2019,Aircraft,0,0
679,GAN,2019,Ships,0,0
680,GAN,2019,Goods in Transit,0,0
681,GAN,2019,Property Damage,0,0
682,GAN,2019,Employees Compensation,0,0
683,GAN,2019,Owners Corporation Liability,0,0
684,GAN,2019,Other Business,0,0
685,GAN,2019,Pecuniary Loss,0,0
686,GAN,2019,Non-Proportional Treaty Reinsurance,0,0
687,GAN,2019,Proportional Treaty Reinsurance,0,0
688,GAN,2019,Total,0,0
689,Gard M&E Ltd.,2019,Accident & Health,0,0
690,Gard M&E Ltd.,2019,Motor Vehicle,0,0
691,Gard M&E Ltd.,2019,Aircraft,0,0
692,Gard M&E Ltd.,2019,Ships,53326,25772
693,Gard M&E Ltd.,2019,Goods in Transit,0,0
694,Gard M&E Ltd.,2019,Property Damage,0,0
695,Gard M&E Ltd.,2019,Employees Compensation,0,0
696,Gard M&E Ltd.,2019,Owners Corporation Liability,0,0
697,Gard M&E Ltd.,2019,Other Business,0,0
698,Gard M&E Ltd.,2019,Pecuniary Loss,0,0
699,Gard M&E Ltd.,2019,Non-Proportional Treaty Reinsurance,0,0
700,Gard M&E Ltd.,2019,Proportional Treaty Reinsurance,0,0
701,Gard M&E Ltd.,2019,Total,53326,25772
702,GenRe,2019,Accident & Health,157,126
703,GenRe,2019,Motor Vehicle,62,50
704,GenRe,2019,Aircraft,0,0
705,GenRe,2019,Ships,0,0
706,GenRe,2019,Goods in Transit,0,0
707,GenRe,2019,Property Damage,28720,22981
708,GenRe,2019,Employees Compensation,0,0
709,GenRe,2019,Owners Corporation Liability,0,0
710,GenRe,2019,Other Business,6634,5370
711,GenRe,2019,Pecuniary Loss,0,0
712,GenRe,2019,Non-Proportional Treaty Reinsurance,0,0
713,GenRe,2019,Proportional Treaty Reinsurance,0,0
714,GenRe,2019,Total,35573,28527
715,Hang Seng Insurance,2019,Accident & Health,0,0
716,Hang Seng Insurance,2019,Motor Vehicle,0,0
717,Hang Seng Insurance,2019,Aircraft,0,0
718,Hang Seng Insurance,2019,Ships,0,0
719,Hang Seng Insurance,2019,Goods in Transit,0,0
720,Hang Seng Insurance,2019,Property Damage,0,0
721,Hang Seng Insurance,2019,Employees Compensation,0,0
722,Hang Seng Insurance,2019,Owners Corporation Liability,0,0
723,Hang Seng Insurance,2019,Other Business,0,0
724,Hang Seng Insurance,2019,Pecuniary Loss,0,0
725,Hang Seng Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
726,Hang Seng Insurance,2019,Proportional Treaty Reinsurance,0,0
727,Hang Seng Insurance,2019,Total,0,0
728,Hannover Re,2019,Accident & Health,307180,153590
729,Hannover Re,2019,Motor Vehicle,0,0
730,Hannover Re,2019,Aircraft,0,0
731,Hannover Re,2019,Ships,0,0
732,Hannover Re,2019,Goods in Transit,0,0
733,Hannover Re,2019,Property Damage,0,0
734,Hannover Re,2019,Employees Compensation,0,0
