,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
867,MSIG Insurance,2019,Pecuniary Loss,2836,1548
868,MSIG Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
869,MSIG Insurance,2019,Proportional Treaty Reinsurance,0,0
870,MSIG Insurance,2019,Total,470114,377627
871,Munich Re,2019,Accident & Health,40687,40091
872,Munich Re,2019,Motor Vehicle,15974,15974
873,Munich Re,2019,Aircraft,0,0
874,Munich Re,2019,Ships,28671,28671
875,Munich Re,2019,Goods in Transit,-829,-829
876,Munich Re,2019,Property Damage,10451,10451
877,Munich Re,2019,Employees Compensation,0,0
878,Munich Re,2019,Owners Corporation Liability,0,0
879,Munich Re,2019,Other Business,28251,28251
880,Munich Re,2019,Pecuniary Loss,-1,-1
881,Munich Re,2019,Non-Proportional Treaty Reinsurance,0,0
882,Munich Re,2019,Proportional Treaty Reinsurance,0,0
883,Munich Re,2019,Total,123204,122608
884,New India,2019,Accident & Health,0,0
885,New India,2019,Motor Vehicle,50930,50930
886,New India,2019,Aircraft,0,0
887,New India,2019,Ships,0,0
888,New India,2019,Goods in Transit,1664,1664
889,New India,2019,Property Damage,676,676
890,New India,2019,Employees Compensation,254,254
891,New India,2019,Owners Corporation Liability,0,0
892,New India,2019,Other Business,211,211
893,New India,2019,Pecuniary Loss,0,0
894,New India,2019,Non-Proportional Treaty Reinsurance,0,0
895,New India,2019,Proportional Treaty Reinsurance,0,0
896,New India,2019,Total,53735,53735
897,Pacific Insurance,2019,Accident & Health,0,0
898,Pacific Insurance,2019,Motor Vehicle,39008,31958
899,Pacific Insurance,2019,Aircraft,0,0
900,Pacific Insurance,2019,Ships,155,92
901,Pacific Insurance,2019,Goods in Transit,23,11
902,Pacific Insurance,2019,Property Damage,164,55
903,Pacific Insurance,2019,Employees Compensation,15621,14875
904,Pacific Insurance,2019,Owners Corporation Liability,0,0
905,Pacific Insurance,2019,Other Business,4260,1029
906,Pacific Insurance,2019,Pecuniary Loss,0,0
907,Pacific Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
908,Pacific Insurance,2019,Proportional Treaty Reinsurance,0,0
909,Pacific Insurance,2019,Total,59231,48020
910,Paofoong,2019,Accident & Health,12856,12856
911,Paofoong,2019,Motor Vehicle,1418,1418
912,Paofoong,2019,Aircraft,0,0
913,Paofoong,2019,Ships,0,0
914,Paofoong,2019,Goods in Transit,135,135
915,Paofoong,2019,Property Damage,11885,5982
916,Paofoong,2019,Employees Compensation,12020,8468
917,Paofoong,2019,Owners Corporation Liability,0,0
918,Paofoong,2019,Other Business,2983,2443
919,Paofoong,2019,Pecuniary Loss,405,405
920,Paofoong,2019,Non-Proportional Treaty Reinsurance,0,0
921,Paofoong,2019,Proportional Treaty Reinsurance,0,0
922,Paofoong,2019,Total,41702,31707
923,PartnerRe Europe,2019,Accident & Health,0,0
924,PartnerRe Europe,2019,Motor Vehicle,969,487
925,PartnerRe Europe,2019,Aircraft,0,0
926,PartnerRe Europe,2019,Ships,12,6
927,PartnerRe Europe,2019,Goods in Transit,0,0
928,PartnerRe Europe,2019,Property Damage,1705,610
929,PartnerRe Europe,2019,Employees Compensation,0,0
930,PartnerRe Europe,2019,Owners Corporation Liability,0,0
931,PartnerRe Europe,2019,Other Business,626,328
932,PartnerRe Europe,2019,Pecuniary Loss,0,0
933,PartnerRe Europe,2019,Non-Proportional Treaty Reinsurance,0,0
934,PartnerRe Europe,2019,Proportional Treaty Reinsurance,0,0
935,PartnerRe Europe,2019,Total,3312,1431
936,Peak Re,2019,Accident & Health,262,193
937,Peak Re,2019,Motor Vehicle,23686,22046
938,Peak Re,2019,Aircraft,12600,12600
939,Peak Re,2019,Ships,52776,52776
940,Peak Re,2019,Goods in Transit,15733,15733
941,Peak Re,2019,Property Damage,43122,32910
942,Peak Re,2019,Employees Compensation,0,0
943,Peak Re,2019,Owners Corporation Liability,0,0
944,Peak Re,2019,Other Business,51680,51680
945,Peak Re,2019,Pecuniary Loss,20445,20445
946,Peak Re,2019,Non-Proportional Treaty Reinsurance,0,0
947,Peak Re,2019,Proportional Treaty Reinsurance,0,0
948,Peak Re,2019,Total,220304,208383
949,PICC (HK),2019,Accident & Health,18,18
950,PICC (HK),2019,Motor Vehicle,9358,7292
951,PICC (HK),2019,Aircraft,0,0
952,PICC (HK),2019,Ships,3690,188
953,PICC (HK),2019,Goods in Transit,130,106
954,PICC (HK),2019,Property Damage,82475,9703
955,PICC (HK),2019,Employees Compensation,58059,56280
956,PICC (HK),2019,Owners Corporation Liability,0,0
957,PICC (HK),2019,Other Business,6550,3758
958,PICC (HK),2019,Pecuniary Loss,0,0
959,PICC (HK),2019,Non-Proportional Treaty Reinsurance,0,0
960,PICC (HK),2019,Proportional Treaty Reinsurance,0,0
961,PICC (HK),2019,Total,160280,77345
962,Pioneer,2019,Accident & Health,88,80
963,Pioneer,2019,Motor Vehicle,1300,1201
964,Pioneer,2019,Aircraft,357,34
965,Pioneer,2019,Ships,2359,91
966,Pioneer,2019,Goods in Transit,982,6
967,Pioneer,2019,Property Damage,165,32
968,Pioneer,2019,Employees Compensation,4238,4238
969,Pioneer,2019,Owners Corporation Liability,0,0
970,Pioneer,2019,Other Business,805,805
971,Pioneer,2019,Pecuniary Loss,0,0
972,Pioneer,2019,Non-Proportional Treaty Reinsurance,0,0
973,Pioneer,2019,Proportional Treaty Reinsurance,0,0
974,Pioneer,2019,Total,10294,6487
975,Prudential (HK) General,2019,Accident & Health,449699,417552
976,Prudential (HK) General,2019,Motor Vehicle,21519,21519
977,Prudential (HK) General,2019,Aircraft,0,0
978,Prudential (HK) General,2019,Ships,230,19
979,Prudential (HK) General,2019,Goods in Transit,397,157
980,Prudential (HK) General,2019,Property Damage,42449,39488
981,Prudential (HK) General,2019,Employees Compensation,15790,15660
982,Prudential (HK) General,2019,Owners Corporation Liability,0,0
983,Prudential (HK) General,2019,Other Business,4134,4112
984,Prudential (HK) General,2019,Pecuniary Loss,3976,3972
985,Prudential (HK) General,2019,Non-Proportional Treaty Reinsurance,0,0
986,Prudential (HK) General,2019,Proportional Treaty Reinsurance,0,0
987,Prudential (HK) General,2019,Total,538194,502479
988,QBE General Insurance (HK),2019,Accident & Health,59217,58343
989,QBE General Insurance (HK),2019,Motor Vehicle,7399,7345
990,QBE General Insurance (HK),2019,Aircraft,0,0
991,QBE General Insurance (HK),2019,Ships,32,31
992,QBE General Insurance (HK),2019,Goods in Transit,1980,1946
993,QBE General Insurance (HK),2019,Property Damage,34630,24169
994,QBE General Insurance (HK),2019,Employees Compensation,116588,90244
995,QBE General Insurance (HK),2019,Owners Corporation Liability,0,0
996,QBE General Insurance (HK),2019,Other Business,13876,12892
997,QBE General Insurance (HK),2019,Pecuniary Loss,2275,2275
998,QBE General Insurance (HK),2019,Non-Proportional Treaty Reinsurance,0,0
999,QBE General Insurance (HK),2019,Proportional Treaty Reinsurance,0,0
1000,QBE General Insurance (HK),2019,Total,235997,197245
1001,QBE HKSI,2019,Accident & Health,71769,71289
1002,QBE HKSI,2019,Motor Vehicle,117953,114678
1003,QBE HKSI,2019,Aircraft,0,0
1004,QBE HKSI,2019,Ships,42592,37223
1005,QBE HKSI,2019,Goods in Transit,6000,5929
1006,QBE HKSI,2019,Property Damage,100602,48095
1007,QBE HKSI,2019,Employees Compensation,557629,189937
1008,QBE HKSI,2019,Owners Corporation Liability,29,29
1009,QBE HKSI,2019,Other Business,43767,37193
1010,QBE HKSI,2019,Pecuniary Loss,8731,6464
1011,QBE HKSI,2019,Non-Proportional Treaty Reinsurance,0,0
1012,QBE HKSI,2019,Proportional Treaty Reinsurance,0,0
1013,QBE HKSI,2019,Total,949072,510837
1014,QBE MI Asia,2019,Accident & Health,0,0
1015,QBE MI Asia,2019,Motor Vehicle,0,0
1016,QBE MI Asia,2019,Aircraft,0,0
1017,QBE MI Asia,2019,Ships,0,0
1018,QBE MI Asia,2019,Goods in Transit,0,0
1019,QBE MI Asia,2019,Property Damage,0,0
1020,QBE MI Asia,2019,Employees Compensation,0,0
1021,QBE MI Asia,2019,Owners Corporation Liability,0,0
1022,QBE MI Asia,2019,Other Business,0,0
1023,QBE MI Asia,2019,Pecuniary Loss,146,109
1024,QBE MI Asia,2019,Non-Proportional Treaty Reinsurance,0,0
1025,QBE MI Asia,2019,Proportional Treaty Reinsurance,0,0
1026,QBE MI Asia,2019,Total,146,109
1027,Swiss Re,2019,Accident & Health,6039,6061
1028,Swiss Re,2019,Motor Vehicle,71131,70786
1029,Swiss Re,2019,Aircraft,0,0
1030,Swiss Re,2019,Ships,7682,7679
1031,Swiss Re,2019,Goods in Transit,2661,2661
1032,Swiss Re,2019,Property Damage,216098,215226
1033,Swiss Re,2019,Employees Compensation,0,0
1034,Swiss Re,2019,Owners Corporation Liability,0,0
1035,Swiss Re,2019,Other Business,745823,744557
1036,Swiss Re,2019,Pecuniary Loss,166,166
1037,Swiss Re,2019,Non-Proportional Treaty Reinsurance,0,0
1038,Swiss Re,2019,Proportional Treaty Reinsurance,0,0
1039,Swiss Re,2019,Total,1049600,1047136
1040,SCOR Re,2019,Accident & Health,4821,4614
1041,SCOR Re,2019,Motor Vehicle,3932,1968
1042,SCOR Re,2019,Aircraft,0,0
1043,SCOR Re,2019,Ships,1800,1642
1044,SCOR Re,2019,Goods in Transit,142,141
1045,SCOR Re,2019,Property Damage,34998,30243
1046,SCOR Re,2019,Employees Compensation,0,0
1047,SCOR Re,2019,Owners Corporation Liability,0,0
1048,SCOR Re,2019,Other Business,2189,1335
1049,SCOR Re,2019,Pecuniary Loss,87337,87403
1050,SCOR Re,2019,Non-Proportional Treaty Reinsurance,0,0
1051,SCOR Re,2019,Proportional Treaty Reinsurance,0,0
1052,SCOR Re,2019,Total,135219,127346
1053,SEIL,2019,Accident & Health,0,0
1054,SEIL,2019,Motor Vehicle,0,0
1055,SEIL,2019,Aircraft,0,0
1056,SEIL,2019,Ships,0,0
1057,SEIL,2019,Goods in Transit,0,0
1058,SEIL,2019,Property Damage,0,0
1059,SEIL,2019,Employees Compensation,0,0
1060,SEIL,2019,Owners Corporation Liability,0,0
1061,SEIL,2019,Other Business,0,0
1062,SEIL,2019,Pecuniary Loss,0,0
1063,SEIL,2019,Non-Proportional Treaty Reinsurance,0,0
1064,SEIL,2019,Proportional Treaty Reinsurance,0,0
1065,SEIL,2019,Total,0,0
1066,Shipowners' Mutual,2019,Accident & Health,0,0
1067,Shipowners' Mutual,2019,Motor Vehicle,0,0
1068,Shipowners' Mutual,2019,Aircraft,0,0
1069,Shipowners' Mutual,2019,Ships,51146,32236
1070,Shipowners' Mutual,2019,Goods in Transit,0,0
1071,Shipowners' Mutual,2019,Property Damage,0,0
1072,Shipowners' Mutual,2019,Employees Compensation,0,0
1073,Shipowners' Mutual,2019,Owners Corporation Liability,0,0
1074,Shipowners' Mutual,2019,Other Business,0,0
1075,Shipowners' Mutual,2019,Pecuniary Loss,0,0
1076,Shipowners' Mutual,2019,Non-Proportional Treaty Reinsurance,0,0
1077,Shipowners' Mutual,2019,Proportional Treaty Reinsurance,0,0
1078,Shipowners' Mutual,2019,Total,51146,32236
1079,Sincere Insurance,2019,Accident & Health,0,0
1080,Sincere Insurance,2019,Motor Vehicle,0,0
1081,Sincere Insurance,2019,Aircraft,0,0
1082,Sincere Insurance,2019,Ships,0,0
1083,Sincere Insurance,2019,Goods in Transit,0,0
1084,Sincere Insurance,2019,Property Damage,0,0
1085,Sincere Insurance,2019,Employees Compensation,0,0
1086,Sincere Insurance,2019,Owners Corporation Liability,0,0
1087,Sincere Insurance,2019,Other Business,0,0
1088,Sincere Insurance,2019,Pecuniary Loss,0,0
1089,Sincere Insurance,2019,Non-Proportional Treaty Reinsurance,0,0
1090,Sincere Insurance,2019,Proportional Treaty Reinsurance,0,0
1091,Sincere Insurance,2019,Total,0,0
1092,SIL,2019,Accident & Health,15765,15765
1093,SIL,2019,Motor Vehicle,0,0
1094,SIL,2019,Aircraft,0,0
1095,SIL,2019,Ships,0,0
1096,SIL,2019,Goods in Transit,48941,18898
1097,SIL,2019,Property Damage,222394,2556
1098,SIL,2019,Employees Compensation,0,0
1099,SIL,2019,Owners Corporation Liability,0,0
1100,SIL,2019,Other Business,34,34
1101,SIL,2019,Pecuniary Loss,69,69
1102,SIL,2019,Non-Proportional Treaty Reinsurance,0,0
1103,SIL,2019,Proportional Treaty Reinsurance,0,0
1104,SIL,2019,Total,287203,37322
1105,Sompo Insurance (HK),2019,Accident & Health,67192,36160
1106,Sompo Insurance (HK),2019,Motor Vehicle,8386,7363
1107,Sompo Insurance (HK),2019,Aircraft,0,0
1108,Sompo Insurance (HK),2019,Ships,1750,1570
1109,Sompo Insurance (HK),2019,Goods in Transit,23278,10209
1110,Sompo Insurance (HK),2019,Property Damage,154649,20953
1111,Sompo Insurance (HK),2019,Employees Compensation,89947,21540
1112,Sompo Insurance (HK),2019,Owners Corporation Liability,0,0
1113,Sompo Insurance (HK),2019,Other Business,22417,8328
1114,Sompo Insurance (HK),2019,Pecuniary Loss,4937,333
1115,Sompo Insurance (HK),2019,Non-Proportional Treaty Reinsurance,0,0
1116,Sompo Insurance (HK),2019,Proportional Treaty Reinsurance,729,729
1117,Sompo Insurance (HK),2019,Total,373285,107185
1118,Sompo Japan,2019,Accident & Health,53,53
1119,Sompo Japan,2019,Motor Vehicle,0,0
1120,Sompo Japan,2019,Aircraft,0,0
1121,Sompo Japan,2019,Ships,2,2
1122,Sompo Japan,2019,Goods in Transit,-142,-157
1123,Sompo Japan,2019,Property Damage,40378,40207
1124,Sompo Japan,2019,Employees Compensation,0,0
1125,Sompo Japan,2019,Owners Corporation Liability,0,0
1126,Sompo Japan,2019,Other Business,1851,1631
1127,Sompo Japan,2019,Pecuniary Loss,0,0
1128,Sompo Japan,2019,Non-Proportional Treaty Reinsurance,20716,20665
1129,Sompo Japan,2019,Proportional Treaty Reinsurance,20499,20472
1130,Sompo Japan,2019,Total,83357,82873
1131,Sompo Japan Nipponkoa Re,2019,Accident & Health,0,0
1132,Sompo Japan Nipponkoa Re,2019,Motor Vehicle,0,0
1133,Sompo Japan Nipponkoa Re,2019,Aircraft,0,0
1134,Sompo Japan Nipponkoa Re,2019,Ships,0,0
1135,Sompo Japan Nipponkoa Re,2019,Goods in Transit,0,0
1136,Sompo Japan Nipponkoa Re,2019,Property Damage,0,0
1137,Sompo Japan Nipponkoa Re,2019,Employees Compensation,0,0
1138,Sompo Japan Nipponkoa Re,2019,Owners Corporation Liability,0,0
1139,Sompo Japan Nipponkoa Re,2019,Other Business,0,0
1140,Sompo Japan Nipponkoa Re,2019,Pecuniary Loss,0,0
1141,Sompo Japan Nipponkoa Re,2019,Non-Proportional Treaty Reinsurance,0,0
1142,Sompo Japan Nipponkoa Re,2019,Proportional Treaty Reinsurance,0,0
1143,Sompo Japan Nipponkoa Re,2019,Total,0,0
1144,Standard Club Asia,2019,Accident & Health,0,0
1145,Standard Club Asia,2019,Motor Vehicle,0,0
1146,Standard Club Asia,2019,Aircraft,0,0
1147,Standard Club Asia,2019,Ships,0,0
1148,Standard Club Asia,2019,Goods in Transit,0,0
1149,Standard Club Asia,2019,Property Damage,0,0
1150,Standard Club Asia,2019,Employees Compensation,0,0
1151,Standard Club Asia,2019,Owners Corporation Liability,0,0
1152,Standard Club Asia,2019,Other Business,0,0
1153,Standard Club Asia,2019,Pecuniary Loss,0,0
1154,Standard Club Asia,2019,Non-Proportional Treaty Reinsurance,0,0
1155,Standard Club Asia,2019,Proportional Treaty Reinsurance,0,0
1156,Standard Club Asia,2019,Total,0,0
1157,Starr,2019,Accident & Health,126727,54010
1158,Starr,2019,Motor Vehicle,0,0
1159,Starr,2019,Aircraft,0,0
1160,Starr,2019,Ships,1747,96
1161,Starr,2019,Goods in Transit,55976,1151
1162,Starr,2019,Property Damage,13690,228
1163,Starr,2019,Employees Compensation,0,0
1164,Starr,2019,Owners Corporation Liability,0,0
1165,Starr,2019,Other Business,72999,37376
1166,Starr,2019,Pecuniary Loss,0,0
1167,Starr,2019,Non-Proportional Treaty Reinsurance,0,0
1168,Starr,2019,Proportional Treaty Reinsurance,0,0
1169,Starr,2019,Total,271139,92861
1170,STEAMSHIP MUTUAL,2019,Accident & Health,0,0
1171,STEAMSHIP MUTUAL,2019,Motor Vehicle,0,0
1172,STEAMSHIP MUTUAL,2019,Aircraft,0,0
1173,STEAMSHIP MUTUAL,2019,Ships,0,0
1174,STEAMSHIP MUTUAL,2019,Goods in Transit,0,0
1175,STEAMSHIP MUTUAL,2019,Property Damage,0,0
1176,STEAMSHIP MUTUAL,2019,Employees Compensation,0,0
1177,STEAMSHIP MUTUAL,2019,Owners Corporation Liability,0,0
1178,STEAMSHIP MUTUAL,2019,Other Business,0,0
1179,STEAMSHIP MUTUAL,2019,Pecuniary Loss,0,0
1180,STEAMSHIP MUTUAL,2019,Non-Proportional Treaty Reinsurance,0,0
1181,STEAMSHIP MUTUAL,2019,Proportional Treaty Reinsurance,0,0
1182,STEAMSHIP MUTUAL,2019,Total,0,0
1183,Sun Hung Kai,2019,Accident & Health,21744,13555
1184,Sun Hung Kai,2019,Motor Vehicle,4641,-6
1185,Sun Hung Kai,2019,Aircraft,0,0
1186,Sun Hung Kai,2019,Ships,0,0
1187,Sun Hung Kai,2019,Goods in Transit,0,0
1188,Sun Hung Kai,2019,Property Damage,60579,688
1189,Sun Hung Kai,2019,Employees Compensation,302073,186721
1190,Sun Hung Kai,2019,Owners Corporation Liability,1526,1147
1191,Sun Hung Kai,2019,Other Business,18506,13503
1192,Sun Hung Kai,2019,Pecuniary Loss,7,0
1193,Sun Hung Kai,2019,Non-Proportional Treaty Reinsurance,0,0
1194,Sun Hung Kai,2019,Proportional Treaty Reinsurance,0,0
1195,Sun Hung Kai,2019,Total,409076,215608
1196,Swiss Re (Asia),2019,Accident & Health,0,0
1197,Swiss Re (Asia),2019,Motor Vehicle,0,0
1198,Swiss Re (Asia),2019,Aircraft,0,0
1199,Swiss Re (Asia),2019,Ships,0,0
1200,Swiss Re (Asia),2019,Goods in Transit,0,0
1201,Swiss Re (Asia),2019,Property Damage,0,0
1202,Swiss Re (Asia),2019,Employees Compensation,0,0
1203,Swiss Re (Asia),2019,Owners Corporation Liability,0,0
1204,Swiss Re (Asia),2019,Other Business,0,0
1205,Swiss Re (Asia),2019,Pecuniary Loss,0,0
1206,Swiss Re (Asia),2019,Non-Proportional Treaty Reinsurance,0,0
1207,Swiss Re (Asia),2019,Proportional Treaty Reinsurance,0,0
1208,Swiss Re (Asia),2019,Total,0,0
1209,Swiss Re Int'l SE,2019,Accident & Health,0,0
1210,Swiss Re Int'l SE,2019,Motor Vehicle,0,0
1211,Swiss Re Int'l SE,2019,Aircraft,0,0
1212,Swiss Re Int'l SE,2019,Ships,0,0
1213,Swiss Re Int'l SE,2019,Goods in Transit,0,0
1214,Swiss Re Int'l SE,2019,Property Damage,14874,-13386
1215,Swiss Re Int'l SE,2019,Employees Compensation,415305,0
1216,Swiss Re Int'l SE,2019,Owners Corporation Liability,0,0
1217,Swiss Re Int'l SE,2019,Other Business,194,64
1218,Swiss Re Int'l SE,2019,Pecuniary Loss,0,0
1219,Swiss Re Int'l SE,2019,Non-Proportional Treaty Reinsurance,0,0
1220,Swiss Re Int'l SE,2019,Proportional Treaty Reinsurance,0,0
1221,Swiss Re Int'l SE,2019,Total,430373,-13322
1222,TPRe,2019,Accident & Health,58790,44570
1223,TPRe,2019,Motor Vehicle,603,565
1224,TPRe,2019,Aircraft,1161,1161
1225,TPRe,2019,Ships,11775,10546
1226,TPRe,2019,Goods in Transit,7351,5741
1227,TPRe,2019,Property Damage,187928,108355
1228,TPRe,2019,Employees Compensation,0,0
1229,TPRe,2019,Owners Corporation Liability,0,0
1230,TPRe,2019,Other Business,5633,5373
1231,TPRe,2019,Pecuniary Loss,1251,900
1232,TPRe,2019,Non-Proportional Treaty Reinsurance,44176,32915
1233,TPRe,2019,Proportional Treaty Reinsurance,273611,220268
1234,TPRe,2019,Total,592279,430394
1235,Target,2019,Accident & Health,1115,786
1236,Target,2019,Motor Vehicle,356149,304477
1237,Target,2019,Aircraft,0,0
1238,Target,2019,Ships,0,0
1239,Target,2019,Goods in Transit,0,0
1240,Target,2019,Property Damage,68,34
1241,Target,2019,Employees Compensation,1121,1066
1242,Target,2019,Owners Corporation Liability,0,0
1243,Target,2019,Other Business,238,198
1244,Target,2019,Pecuniary Loss,0,0
1245,Target,2019,Non-Proportional Treaty Reinsurance,0,0
1246,Target,2019,Proportional Treaty Reinsurance,0,0
1247,Target,2019,Total,358691,306561
1248,Toa Re,2019,Accident & Health,7222,7222
1249,Toa Re,2019,Motor Vehicle,718,718
1250,Toa Re,2019,Aircraft,0,0
1251,Toa Re,2019,Ships,488,488
1252,Toa Re,2019,Goods in Transit,255,255
1253,Toa Re,2019,Property Damage,22761,22761
1254,Toa Re,2019,Employees Compensation,0,0
1255,Toa Re,2019,Owners Corporation Liability,0,0
1256,Toa Re,2019,Other Business,20391,20391
1257,Toa Re,2019,Pecuniary Loss,-3,-3
1258,Toa Re,2019,Non-Proportional Treaty Reinsurance,0,0
1259,Toa Re,2019,Proportional Treaty Reinsurance,0,0
1260,Toa Re,2019,Total,51832,51832
1261,TMF (HK),2019,Accident & Health,34591,33368
1262,TMF (HK),2019,Motor Vehicle,9314,8010
1263,TMF (HK),2019,Aircraft,0,0
1264,TMF (HK),2019,Ships,2561,717
1265,TMF (HK),2019,Goods in Transit,21592,14830
1266,TMF (HK),2019,Property Damage,53117,38512
1267,TMF (HK),2019,Employees Compensation,33183,30930
1268,TMF (HK),2019,Owners Corporation Liability,0,0
1269,TMF (HK),2019,Other Business,4839,3740
1270,TMF (HK),2019,Pecuniary Loss,1158,1130
1271,TMF (HK),2019,Non-Proportional Treaty Reinsurance,0,0
